id,location,time_stamp,temp_c,humidity,cond,wind_kph,pressure_mb,wind_mps
265,Kristiansand,2025-08-24 11:54:00,17.3,52,Sunny,11.5,1015.0,3.194444444444444
264,Kristiansand,2025-08-24 10:54:00,18.2,49,Sunny,11.5,1015.0,3.194444444444444
263,Kristiansand,2025-08-24 09:56:00,14.1,63,Sunny,10.4,1015.0,2.888888888888889
262,Kristiansand,2025-08-24 08:53:00,11.2,76,Sunny,10.1,1015.0,2.8055555555555554
261,Kristiansand,2025-08-24 07:56:00,8.4,87,Sunny,9.7,1014.0,2.694444444444444
260,Kristiansand,2025-08-24 07:03:00,7.1,93,Sunny,9.7,1014.0,2.694444444444444
259,Kristiansand,2025-08-24 05:42:00,7.0,87,Clear,10.4,1014.0,2.888888888888889
258,Kristiansand,2025-08-24 05:03:00,10.4,76,Clear,10.4,1014.0,2.888888888888889
257,Kristiansand,2025-08-24 03:42:00,10.2,71,Clear,10.8,1014.0,3.0
256,Kristiansand,2025-08-24 03:03:00,9.2,87,Clear,10.8,1014.0,3.0
255,Kristiansand,2025-08-24 02:03:00,9.1,87,Clear,10.8,1014.0,3.0
254,Kristiansand,2025-08-24 00:53:00,10.4,87,Clear,10.1,1014.0,2.8055555555555554
253,Kristiansand,2025-08-23 23:42:00,10.1,87,Clear,8.6,1014.0,2.388888888888889
252,Kristiansand,2025-08-23 23:03:00,12.2,82,Clear,8.6,1013.0,2.388888888888889
251,Kristiansand,2025-08-23 22:04:00,15.2,63,Clear,9.4,1013.0,2.611111111111111
250,Kristiansand,2025-08-23 20:45:00,16.3,63,Sunny,12.2,1013.0,3.3888888888888884
249,Kristiansand,2025-08-23 20:03:00,17.3,55,Sunny,12.2,1013.0,3.3888888888888884
248,Kristiansand,2025-08-23 18:53:00,18.0,42,Sunny,18.4,1014.0,5.111111111111111
247,Kristiansand,2025-08-23 17:54:00,18.1,42,Sunny,21.2,1014.0,5.888888888888888
246,Kristiansand,2025-08-23 16:53:00,18.2,42,Sunny,20.5,1014.0,5.694444444444445
245,Kristiansand,2025-08-23 15:54:00,18.2,42,Sunny,19.4,1014.0,5.388888888888888
244,Kristiansand,2025-08-23 14:53:00,17.3,48,Sunny,18.4,1014.0,5.111111111111111
243,Kristiansand,2025-08-23 13:42:00,18.0,39,Sunny,15.1,1015.0,4.194444444444445
242,Kristiansand,2025-08-23 12:56:00,17.0,34,Sunny,10.8,1015.0,3.0
241,Kristiansand,2025-08-23 11:03:00,15.1,41,Sunny,9.4,1015.0,2.611111111111111
240,Kristiansand,2025-08-23 09:56:00,14.1,47,Sunny,3.6,1014.0,1.0
239,Kristiansand,2025-08-23 08:53:00,11.3,62,Sunny,5.0,1014.0,1.3888888888888888
238,Kristiansand,2025-08-23 08:06:00,7.1,81,Sunny,5.0,1014.0,1.3888888888888888
237,Kristiansand,2025-08-23 06:53:00,7.2,81,Clear,8.6,1013.0,2.388888888888889
236,Kristiansand,2025-08-23 05:54:00,7.2,76,Clear,9.7,1012.0,2.694444444444444
235,Kristiansand,2025-08-23 05:02:00,7.1,81,Clear,9.7,1012.0,2.694444444444444
234,Kristiansand,2025-08-23 03:43:00,9.3,66,Clear,10.1,1012.0,2.8055555555555554
233,Kristiansand,2025-08-23 02:53:00,12.2,50,Clear,10.4,1011.0,2.888888888888889
232,Kristiansand,2025-08-23 01:54:00,12.3,54,Clear,12.2,1011.0,3.3888888888888884
231,Kristiansand,2025-08-23 01:02:00,13.4,51,Clear,12.2,1010.0,3.3888888888888884
230,Kristiansand,2025-08-22 23:53:00,13.4,51,Clear,13.7,1010.0,3.8055555555555554
229,Kristiansand,2025-08-22 23:02:00,14.4,47,Clear,13.7,1010.0,3.8055555555555554
228,Kristiansand,2025-08-22 21:53:00,15.0,44,Clear,18.4,1009.0,5.111111111111111
227,Kristiansand,2025-08-22 21:02:00,16.4,39,Clear,18.4,1009.0,5.111111111111111
226,Kristiansand,2025-08-22 19:53:00,17.1,36,Partly Cloudy,26.3,1008.0,7.305555555555555
225,Kristiansand,2025-08-22 18:43:00,18.3,32,Partly Cloudy,28.4,1008.0,7.888888888888888
224,Kristiansand,2025-08-22 17:43:00,19.1,30,Partly Cloudy,29.5,1008.0,8.194444444444445
223,Kristiansand,2025-08-22 17:02:00,18.2,32,Partly Cloudy,29.5,1008.0,8.194444444444445
222,Kristiansand,2025-08-22 16:02:00,19.0,32,Partly Cloudy,26.6,1008.0,7.388888888888889
221,Kristiansand,2025-08-22 14:43:00,19.0,32,Sunny,12.2,1009.0,3.3888888888888884
220,Kristiansand,2025-08-22 13:53:00,18.0,32,Sunny,10.4,1009.0,2.888888888888889
219,Kristiansand,2025-08-22 13:02:00,17.2,32,Sunny,10.4,1009.0,2.888888888888889
218,Kristiansand,2025-08-22 12:02:00,17.3,34,Sunny,8.3,1009.0,2.305555555555556
217,Kristiansand,2025-08-22 11:02:00,16.2,39,Sunny,13.0,1008.0,3.611111111111111
216,Kristiansand,2025-08-22 10:02:00,15.3,44,Sunny,18.7,1009.0,5.194444444444444
215,Kristiansand,2025-08-22 09:02:00,14.3,47,Sunny,24.5,1008.0,6.805555555555555
214,Kristiansand,2025-08-22 07:53:00,13.2,51,Sunny,27.4,1008.0,7.611111111111111
213,Kristiansand,2025-08-22 06:53:00,11.4,54,Clear,27.7,1009.0,7.694444444444444
212,Kristiansand,2025-08-22 05:53:00,12.1,50,Clear,29.5,1009.0,8.194444444444445
211,Kristiansand,2025-08-22 04:43:00,13.1,47,Clear,31.0,1009.0,8.61111111111111
210,Kristiansand,2025-08-22 03:53:00,13.0,51,Clear,31.0,1009.0,8.61111111111111
209,Kristiansand,2025-08-22 02:53:00,13.4,51,Clear,31.3,1009.0,8.694444444444445
208,Kristiansand,2025-08-22 02:02:00,13.1,51,Clear,31.7,1009.0,8.805555555555555
207,Kristiansand,2025-08-22 01:02:00,13.0,54,Partly Cloudy,31.3,1009.0,8.694444444444445
206,Kristiansand,2025-08-21 23:56:00,14.3,55,Partly Cloudy,27.0,1009.0,7.5
205,Kristiansand,2025-08-21 23:02:00,15.4,55,Partly Cloudy,27.0,1010.0,7.5
204,Kristiansand,2025-08-21 21:53:00,16.2,55,Clear,18.4,1009.0,5.111111111111111
203,Kristiansand,2025-08-21 21:01:00,16.1,55,Clear,18.4,1009.0,5.111111111111111
202,Kristiansand,2025-08-21 20:01:00,16.4,63,Sunny,17.3,1010.0,4.805555555555555
201,Kristiansand,2025-08-21 18:56:00,17.3,59,Sunny,18.0,1010.0,5.0
200,Kristiansand,2025-08-21 18:01:00,17.3,55,Sunny,18.0,1011.0,5.0
199,Kristiansand,2025-08-21 17:01:00,17.1,55,Partly Cloudy,18.0,1012.0,5.0
198,Kristiansand,2025-08-21 15:44:00,17.4,55,Partly Cloudy,11.5,1012.0,3.194444444444444
197,Kristiansand,2025-08-21 14:58:00,16.3,55,Patchy rain nearby,12.2,1012.0,3.3888888888888884
196,Kristiansand,2025-08-21 13:56:00,17.3,39,Patchy rain nearby,7.2,1011.0,2.0
195,Kristiansand,2025-08-21 12:53:00,17.1,42,Partly cloudy,4.7,1012.0,1.3055555555555556
194,Kristiansand,2025-08-21 12:01:00,16.2,48,Partly cloudy,5.0,1012.0,1.3888888888888888
193,Kristiansand,2025-08-21 10:44:00,15.1,51,Partly Cloudy,15.1,1011.0,4.194444444444445
192,Kristiansand,2025-08-21 09:44:00,14.0,59,Partly Cloudy,16.9,1011.0,4.694444444444444
191,Kristiansand,2025-08-21 09:01:00,13.2,62,Partly Cloudy,16.9,1011.0,4.694444444444444
190,Kristiansand,2025-08-21 07:44:00,10.2,76,Sunny,14.0,1010.0,3.888888888888889
189,Kristiansand,2025-08-21 07:01:00,8.1,81,Cloudy,15.1,1010.0,4.194444444444445
188,Kristiansand,2025-08-21 05:53:00,10.2,71,Clear,9.4,1010.0,2.611111111111111
187,Kristiansand,2025-08-21 04:44:00,10.2,66,Clear,7.6,1010.0,2.111111111111111
186,Kristiansand,2025-08-21 04:01:00,12.1,54,Clear,7.6,1009.0,2.111111111111111
185,Kristiansand,2025-08-21 03:01:00,12.2,58,Cloudy,9.0,1010.0,2.5
184,Kristiansand,2025-08-21 01:53:00,12.1,58,Partly Cloudy,15.5,1010.0,4.305555555555555
183,Kristiansand,2025-08-21 01:01:00,13.1,58,Partly Cloudy,15.5,1010.0,4.305555555555555
182,Kristiansand,2025-08-20 16:53:00,31.2,75,Partly cloudy,16.9,1007.0,4.694444444444444
181,Kristiansand,2025-08-20 13:53:00,17.2,52,Partly cloudy,13.0,1017.0,3.611111111111111
180,Kristiansand,2025-08-20 13:00:00,16.1,51,Cloudy,13.0,1018.0,3.611111111111111
179,Kristiansand,2025-08-20 11:53:00,15.1,48,Sunny,5.8,1018.0,1.611111111111111
178,Kristiansand,2025-08-20 10:45:00,15.4,48,Sunny,6.8,1018.0,1.8888888888888888
177,Kristiansand,2025-08-20 10:00:00,15.1,59,Sunny,6.8,1018.0,1.8888888888888888
176,Kristiansand,2025-08-20 08:45:00,13.1,67,Partly Cloudy,9.4,1018.0,2.611111111111111
175,Kristiansand,2025-08-20 07:53:00,10.3,76,Partly Cloudy,10.1,1018.0,2.8055555555555554
174,Kristiansand,2025-08-20 06:53:00,9.2,81,Clear,11.2,1018.0,3.1111111111111107
173,Kristiansand,2025-08-20 05:45:00,9.1,87,Clear,12.6,1018.0,3.5
172,Kristiansand,2025-08-20 05:00:00,9.2,93,Clear,12.6,1017.0,3.5
171,Kristiansand,2025-08-20 03:55:00,10.1,94,Clear,14.4,1017.0,4.0
170,Kristiansand,2025-08-20 03:00:00,10.1,94,Clear,14.4,1017.0,4.0
169,Kristiansand,2025-08-20 01:53:00,11.3,87,Clear,12.2,1017.0,3.3888888888888884
168,Kristiansand,2025-08-20 01:00:00,12.3,88,Clear,12.2,1016.0,3.3888888888888884
167,Kristiansand,2025-08-19 23:45:00,13.3,82,Clear,9.4,1016.0,2.611111111111111
166,Kristiansand,2025-08-19 23:00:00,15.4,77,Clear,9.4,1016.0,2.611111111111111
165,Kristiansand,2025-08-19 21:45:00,16.1,72,Partly Cloudy,11.9,1016.0,3.3055555555555554
164,Kristiansand,2025-08-19 21:00:00,17.1,55,Partly Cloudy,11.9,1015.0,3.3055555555555554
163,Kristiansand,2025-08-19 20:00:00,17.4,55,Sunny,12.6,1014.0,3.5
162,Kristiansand,2025-08-19 19:00:00,18.2,56,Sunny,16.2,1014.0,4.5
161,Kristiansand,2025-08-19 18:00:00,18.1,56,Partly Cloudy,22.3,1014.0,6.194444444444445
160,Kristiansand,2025-08-19 17:00:00,19.4,49,Overcast,24.1,1014.0,6.694444444444445
159,Kristiansand,2025-08-19 16:00:00,20.1,49,Partly Cloudy,25.6,1013.0,7.111111111111112
158,Kristiansand,2025-08-19 14:55:00,20.0,53,Partly Cloudy,28.4,1014.0,7.888888888888888
157,Kristiansand,2025-08-19 13:57:00,20.3,49,Partly Cloudy,26.6,1014.0,7.388888888888889
156,Kristiansand,2025-08-19 13:00:00,21.1,49,Partly Cloudy,26.6,1013.0,7.388888888888889
155,Kristiansand,2025-08-19 12:00:00,21.1,46,Sunny,22.3,1013.0,6.194444444444445
154,Kristiansand,2025-08-19 10:45:00,20.0,49,Sunny,19.4,1013.0,5.388888888888888
153,Kristiansand,2025-08-19 09:45:00,17.2,63,Sunny,17.6,1013.0,4.888888888888889
152,Kristiansand,2025-08-19 08:53:00,13.4,82,Sunny,14.4,1013.0,4.0
151,Kristiansand,2025-08-18 21:46:00,18.3,83,Sunny,9.0,1014.0,2.5
150,Kristiansand,2025-08-18 20:53:00,19.2,83,Sunny,10.1,1015.0,2.8055555555555554
149,Kristiansand,2025-08-18 19:59:00,20.1,78,Sunny,10.8,1016.0,3.0
148,Kristiansand,2025-08-18 18:59:00,19.4,83,Sunny,13.7,1017.0,3.8055555555555554
147,Kristiansand,2025-08-18 17:53:00,20.2,78,Sunny,16.6,1017.0,4.611111111111112
146,Kristiansand,2025-08-18 16:46:00,21.2,73,Sunny,16.9,1018.0,4.694444444444444
145,Kristiansand,2025-08-18 15:59:00,21.1,73,Sunny,16.6,1019.0,4.611111111111112
144,Kristiansand,2025-08-18 14:59:00,21.1,73,Sunny,17.6,1019.0,4.888888888888889
143,Kristiansand,2025-08-18 13:53:00,21.4,73,Sunny,18.4,1020.0,5.111111111111111
142,Kristiansand,2025-08-18 11:48:00,19.3,73,Sunny,15.5,1021.0,4.305555555555555
141,Kristiansand,2025-08-18 09:59:00,17.3,77,Sunny,11.5,1021.0,3.194444444444444
140,Kristiansand,2025-08-18 08:53:00,15.2,82,Sunny,8.6,1021.0,2.388888888888889
139,Kristiansand,2025-08-18 07:53:00,12.0,94,Sunny,5.4,1021.0,1.5
138,Kristiansand,2025-08-18 06:53:00,11.0,94,Sunny,4.3,1021.0,1.1944444444444444
137,Kristiansand,2025-08-18 05:53:00,11.3,94,Clear,5.0,1021.0,1.3888888888888888
136,Kristiansand,2025-08-18 04:55:00,11.2,94,Clear,5.8,1021.0,1.611111111111111
135,Kristiansand,2025-08-18 03:59:00,11.3,94,Clear,5.8,1021.0,1.611111111111111
134,Kristiansand,2025-08-18 02:59:00,11.0,94,Clear,5.8,1021.0,1.611111111111111
133,Kristiansand,2025-08-18 01:55:00,12.3,94,Clear,5.4,1021.0,1.5
132,Kristiansand,2025-08-18 00:53:00,13.0,88,Clear,5.4,1021.0,1.5
131,Kristiansand,2025-08-17 23:46:00,13.0,82,Clear,6.5,1021.0,1.8055555555555556
130,Kristiansand,2025-08-17 22:46:00,14.2,77,Clear,6.8,1021.0,1.8888888888888888
129,Kristiansand,2025-08-17 21:59:00,18.1,60,Sunny,7.6,1021.0,2.111111111111111
128,Kristiansand,2025-08-17 20:55:00,21.2,49,Sunny,10.1,1020.0,2.8055555555555554
127,Kristiansand,2025-08-17 19:53:00,22.3,46,Sunny,15.5,1020.0,4.305555555555555
126,Kristiansand,2025-08-17 18:59:00,22.3,50,Sunny,17.3,1020.0,4.805555555555555
125,Kristiansand,2025-08-17 17:53:00,21.3,49,Sunny,15.8,1021.0,4.388888888888889
124,Kristiansand,2025-08-17 16:53:00,21.2,46,Sunny,16.2,1021.0,4.5
123,Kristiansand,2025-08-17 15:58:00,21.2,43,Sunny,15.5,1021.0,4.305555555555555
122,Kristiansand,2025-08-17 14:53:00,21.3,49,Sunny,13.3,1021.0,3.6944444444444446
121,Kristiansand,2025-08-17 13:53:00,21.4,49,Sunny,9.7,1021.0,2.694444444444444
120,Kristiansand,2025-08-17 12:58:00,21.0,46,Sunny,7.2,1022.0,2.0
119,Kristiansand,2025-08-17 11:53:00,20.3,53,Sunny,6.1,1022.0,1.6944444444444442
118,Kristiansand,2025-08-17 10:58:00,20.2,49,Sunny,4.7,1022.0,1.3055555555555556
117,Kristiansand,2025-08-17 09:47:00,19.3,60,Sunny,5.4,1022.0,1.5
116,Kristiansand,2025-08-16 23:53:00,18.3,52,Clear,5.0,1019.0,1.3888888888888888
115,Kristiansand,2025-08-16 22:53:00,19.1,49,Clear,3.6,1018.0,1.0
114,Kristiansand,2025-08-16 21:53:00,20.4,46,Sunny,3.6,1018.0,1.0
113,Kristiansand,2025-08-16 20:58:00,21.1,43,Sunny,5.4,1017.0,1.5
112,Kristiansand,2025-08-16 19:53:00,22.0,38,Sunny,7.2,1017.0,2.0
111,Kristiansand,2025-08-16 15:58:00,21.3,49,Sunny,10.1,1019.0,2.8055555555555554
110,Kristiansand,2025-08-16 14:47:00,19.2,56,Sunny,9.7,1019.0,2.694444444444444
109,Kristiansand,2025-08-16 14:03:00,18.1,52,Sunny,9.7,1020.0,2.694444444444444
108,Kristiansand,2025-08-15 22:55:00,16.4,51,Clear,23.4,1017.0,6.499999999999999
107,Kristiansand,2025-08-15 21:57:00,18.2,45,Sunny,27.7,1017.0,7.694444444444444
106,Kristiansand,2025-08-15 20:54:00,20.1,43,Sunny,27.4,1017.0,7.611111111111111
105,Kristiansand,2025-08-15 19:53:00,21.2,46,Sunny,26.3,1016.0,7.305555555555555
104,Kristiansand,2025-08-15 18:54:00,21.4,53,Sunny,25.2,1017.0,7.0
103,Kristiansand,2025-08-15 17:57:00,24.2,47,Partly Cloudy,24.8,1016.0,6.888888888888889
102,Kristiansand,2025-08-15 16:48:00,24.2,47,Partly Cloudy,23.4,1016.0,6.499999999999999
101,Kristiansand,2025-08-15 15:53:00,25.2,51,Partly Cloudy,24.1,1016.0,6.694444444444445
100,Kristiansand,2025-08-15 14:53:00,25.3,51,Sunny,23.0,1015.0,6.388888888888888
99,Kristiansand,2025-08-15 13:53:00,24.1,57,Sunny,22.0,1016.0,6.111111111111111
98,Kristiansand,2025-08-15 12:53:00,23.3,65,Partly cloudy,20.2,1016.0,5.611111111111111
97,Kristiansand,2025-08-15 11:57:00,20.0,83,Partly cloudy,17.6,1016.0,4.888888888888889
96,Kristiansand,2025-08-15 10:57:00,18.1,94,Partly cloudy,14.8,1016.0,4.111111111111112
95,Kristiansand,2025-08-15 10:20:00,18.1,94,Overcast,14.8,1016.0,4.111111111111112
94,Kristiansand,2025-08-15 08:54:00,17.2,94,Mist,8.3,1016.0,2.305555555555556
93,Kristiansand,2025-08-15 07:57:00,16.1,100,Overcast,6.5,1017.0,1.8055555555555556
92,Kristiansand,2025-08-15 06:57:00,16.4,100,Overcast,5.0,1017.0,1.3888888888888888
91,Kristiansand,2025-08-15 05:53:00,16.1,94,Overcast,6.1,1017.0,1.6944444444444442
90,Kristiansand,2025-08-15 04:53:00,15.1,100,Mist,3.6,1017.0,1.0
89,Kristiansand,2025-08-15 03:53:00,15.2,100,Partly cloudy,3.6,1018.0,1.0
88,Kristiansand,2025-08-15 02:57:00,15.2,94,Partly Cloudy,3.6,1018.0,1.0
87,Kristiansand,2025-08-15 01:49:00,15.4,100,Cloudy,3.6,1018.0,1.0
86,Kristiansand,2025-08-15 00:53:00,16.1,94,Cloudy,3.6,1019.0,1.0
85,Kristiansand,2025-08-14 23:53:00,15.1,100,Mist,3.6,1019.0,1.0
84,Kristiansand,2025-08-14 22:57:00,16.0,94,Mist,4.0,1019.0,1.1111111111111112
83,Kristiansand,2025-08-14 21:54:00,17.2,94,Mist,4.3,1019.0,1.1944444444444444
82,Kristiansand,2025-08-14 20:54:00,18.0,88,Mist,3.6,1019.0,1.0
81,Kristiansand,2025-08-14 19:57:00,18.2,88,Patchy rain nearby,7.2,1019.0,2.0
80,Kristiansand,2025-08-14 18:54:00,19.4,83,Overcast,12.2,1019.0,3.3888888888888884
79,Kristiansand,2025-08-14 17:54:00,19.2,83,Light rain,10.8,1019.0,3.0
78,Kristiansand,2025-08-14 16:56:00,18.1,94,Light rain,9.7,1020.0,2.694444444444444
77,Kristiansand,2025-08-14 15:56:00,19.3,88,Light rain,9.0,1020.0,2.5
76,Kristiansand,2025-08-14 14:56:00,20.0,78,Light rain,5.8,1020.0,1.611111111111111
75,Kristiansand,2025-08-14 13:49:00,21.3,73,Light rain,9.4,1020.0,2.611111111111111
74,Kristiansand,2025-08-14 12:56:00,20.0,78,Partly Cloudy,11.9,1020.0,3.3055555555555554
73,Kristiansand,2025-08-14 11:56:00,20.3,73,Partly Cloudy,14.4,1020.0,4.0
72,Kristiansand,2025-08-14 10:49:00,20.2,73,Partly Cloudy,15.1,1021.0,4.194444444444445
71,Kristiansand,2025-08-14 09:49:00,19.2,78,Sunny,13.0,1020.0,3.611111111111111
70,Kristiansand,2025-08-14 08:56:00,17.0,83,Sunny,10.4,1020.0,2.888888888888889
69,Kristiansand,2025-08-14 07:49:00,15.2,88,Sunny,9.0,1020.0,2.5
68,Kristiansand,2025-08-14 06:53:00,14.1,94,Sunny,9.7,1020.0,2.694444444444444
67,Kristiansand,2025-08-14 05:49:00,14.1,94,Clear,10.1,1020.0,2.8055555555555554
66,Kristiansand,2025-08-14 04:53:00,13.1,94,Clear,7.9,1020.0,2.1944444444444446
65,Kristiansand,2025-08-14 03:53:00,14.4,94,Clear,8.6,1020.0,2.388888888888889
64,Kristiansand,2025-08-14 02:49:00,14.1,94,Clear,8.3,1020.0,2.305555555555556
63,Kristiansand,2025-08-14 01:56:00,14.3,94,Clear,8.6,1020.0,2.388888888888889
62,Kristiansand,2025-08-14 00:53:00,15.4,94,Clear,8.6,1020.0,2.388888888888889
61,Kristiansand,2025-08-13 23:54:00,16.2,88,Clear,6.1,1020.0,1.6944444444444442
60,Kristiansand,2025-08-13 22:56:00,17.3,83,Clear,4.7,1020.0,1.3055555555555556
59,Kristiansand,2025-08-13 21:53:00,18.1,77,Sunny,3.6,1020.0,1.0
58,Kristiansand,2025-08-13 20:53:00,21.2,69,Sunny,4.3,1020.0,1.1944444444444444
57,Kristiansand,2025-08-13 19:56:00,22.3,57,Sunny,4.3,1019.0,1.1944444444444444
56,Kristiansand,2025-08-13 18:49:00,23.4,50,Sunny,5.0,1020.0,1.3888888888888888
55,Kristiansand,2025-08-13 17:53:00,22.2,65,Sunny,7.6,1020.0,2.111111111111111
54,Kristiansand,2025-08-13 16:53:00,22.1,69,Sunny,8.3,1020.0,2.305555555555556
53,Kristiansand,2025-08-13 15:50:00,22.0,65,Sunny,12.2,1020.0,3.3888888888888884
52,Kristiansand,2025-08-13 14:50:00,22.3,69,Sunny,11.9,1020.0,3.3055555555555554
51,Kristiansand,2025-08-13 13:56:00,22.1,69,Sunny,12.2,1020.0,3.3888888888888884
50,Kristiansand,2025-08-13 12:50:00,21.1,69,Sunny,11.9,1020.0,3.3055555555555554
49,Kristiansand,2025-08-13 11:55:00,20.0,68,Sunny,9.7,1020.0,2.694444444444444
48,Kristiansand,2025-08-13 11:01:00,19.2,73,Sunny,9.7,1020.0,2.694444444444444
47,Kristiansand,2025-08-13 00:54:00,16.2,82,Partly Cloudy,7.6,1019.0,2.111111111111111
46,Kristiansand,2025-08-12 21:53:00,16.2,88,Partly Cloudy,11.5,1019.0,3.194444444444444
45,Kristiansand,2025-08-12 20:50:00,17.4,83,Partly Cloudy,14.0,1019.0,3.888888888888889
44,Kristiansand,2025-08-12 19:50:00,19.0,73,Partly Cloudy,16.2,1018.0,4.5
43,Kristiansand,2025-08-12 18:55:00,19.2,68,Partly Cloudy,19.1,1018.0,5.305555555555556
42,Kristiansand,2025-08-12 17:53:00,20.0,64,Partly Cloudy,19.4,1018.0,5.388888888888888
41,Kristiansand,2025-08-12 16:53:00,20.3,68,Sunny,20.2,1019.0,5.611111111111111
40,Kristiansand,2025-08-12 15:55:00,20.1,64,Sunny,19.8,1019.0,5.5
39,Kristiansand,2025-08-12 14:55:00,18.3,68,Sunny,16.2,1019.0,4.5
38,Kristiansand,2025-08-12 13:55:00,19.2,60,Sunny,14.0,1020.0,3.888888888888889
37,Kristiansand,2025-08-12 12:53:00,18.2,64,Sunny,10.4,1020.0,2.888888888888889
36,Kristiansand,2025-08-12 11:53:00,18.1,56,Sunny,6.5,1020.0,1.8055555555555556
35,Kristiansand,2025-08-12 11:33:00,18.0,56,Sunny,6.5,1019.0,1.8055555555555556
34,Kristiansand,2025-08-12 08:52:00,15.0,72,Sunny,9.7,1019.0,2.694444444444444
33,Kristiansand,2025-08-12 07:06:00,10.1,94,Sunny,11.2,1019.0,3.1111111111111107
32,Kristiansand,2025-08-11 21:54:00,16.2,88,Partly cloudy,18.4,1018.0,5.111111111111111
31,Kristiansand,2025-08-11 20:51:00,17.1,83,Partly cloudy,17.6,1018.0,4.888888888888889
30,Kristiansand,2025-08-11 20:01:00,17.2,83,Partly cloudy,17.6,1018.0,4.888888888888889
29,Kristiansand,2025-08-11 15:51:00,16.1,94,Light rain,23.4,1020.0,6.499999999999999
28,Kristiansand,2025-08-11 14:53:00,15.3,94,Moderate rain,21.2,1020.0,5.888888888888888
27,Kristiansand,2025-08-11 13:54:00,15.3,88,Moderate rain,19.8,1021.0,5.5
26,Kristiansand,2025-08-11 12:53:00,15.1,82,Partly cloudy,20.9,1021.0,5.805555555555555
25,Kristiansand,2025-08-11 12:28:00,15.3,82,Light rain,20.9,1021.0,5.805555555555555
24,Kristiansand,2025-08-11 08:51:00,13.1,82,Cloudy,18.7,1022.0,5.194444444444444
23,Kristiansand,2025-08-11 07:54:00,12.1,88,Partly Cloudy,18.4,1023.0,5.111111111111111
22,Kristiansand,2025-08-11 06:53:00,13.0,77,Partly Cloudy,19.8,1023.0,5.5
21,Kristiansand,2025-08-11 05:54:00,13.1,77,Cloudy,19.8,1023.0,5.5
20,Kristiansand,2025-08-11 05:39:00,13.3,77,Cloudy,19.8,1023.0,5.5
19,Kristiansand,2025-08-11 04:50:00,13.3,77,Overcast,20.5,1023.0,5.694444444444445
18,Kristiansand,2025-08-10 23:53:00,14.3,72,Clear,17.6,1024.0,4.888888888888889
14,Kristiansand,2025-08-10 22:54:00,15.1,67,Overcast,18.4,1023.0,5.111111111111111
